Company Name,Global Size,Company Rating,Company Ownership Type,Company Age,Est Yearly Revenue
The Revenue Optimization Companies (T-ROC),6,2.6,2,23,7
The Richards Group,4,3.7,2,66,7
The Scripps Research Institute,5,3.9,8,26,6
The Scripps Research Institute,5,4,8,26,6
The Seed Company,2,3.7,2,116,6
The Segal Group,5,3.2,2,84,7
"The Squires Group, Inc",2,4.2,2,28,4
The University of Chicago,7,4,1,133,10
The University of Texas at Austin,7,4.3,1,140,9
The University of Texas at Dallas,5,4.3,1,54,7
The University of Texas Medical Branch,7,3.5,7,132,9
The Walt Disney Company,7,4,3,100,12
The Wonderful Company,6,3.6,2,43,10
The Wonderful Company LLC,6,3.6,2,43,10
Themesoft Inc,2,3.9,2,19,6
Thermo Fisher Scientific,7,3.4,3,121,12
Thermo Fisher Scientific,7,3.5,3,121,12
Thermon,3,3.1,3,69,6
Thomas Jefferson University Hospital,6,3.7,8,199,9
Thomson Reuters,7,4,3,15,11
Thrivent,6,3.3,8,121,11
"TierPoint, LLC",4,3.5,2,13,7
Tiger Analytics,3,4.6,2,12,4
Tillster,2,3.3,2,22,5
Tilson Technology Management,4,4.5,2,26,7
Time Warner Cable,7,3.7,13,20,12
TimeClock Plus,3,3.7,2,35,6
Timken,7,3.3,3,124,10
Tista Science and Technology Corporation,4,3.1,2,18,3
Tista Science and Technology Corporation,4,3.2,2,18,3
Titanium Cobra Solutions,1,5,3,13,10
T-Mobile,7,4,3,22,12
T-Mobile,7,4.1,3,22,12
TMP WORLDWIDE,4,3.6,2,17,7
TMS LLC,2,2.4,2,12,2
Tokyo Electron America,7,3.7,3,60,11
Toll Brothers,6,3.4,3,56,11
"Total Airport Services, LLC",5,2.4,2,19,6
"Total System Services, Inc.",7,3,3,40,10
Total Wine & More,5,2.9,2,32,10
TotalMed Staffing,3,3.3,2,18,7
TotalMed Staffing,3,3.4,2,18,7
Townsend & Associates,2,2.7,3,24,2
"Townsend & Associates, Inc.",2,2.7,3,24,2
Toyota Financial Services,7,3.6,3,66,12
Toyota Motor Corporation,7,3.6,3,66,12
Toyota North America,7,3.6,3,66,12
"TPI Composites, Inc.",7,3.4,3,55,9
Trace3,4,3.3,2,21,9
Tractor Supply,7,3.3,3,85,11
Tractor Supply Co,7,3.3,3,85,11
TransCore,5,2.9,13,19,7
TransNational Payments,2,3.7,2,24,4
TransPerfect,5,2.8,2,31,8
Transportation Insight,2,3.7,2,24,8
Transystems,4,3.2,2,57,7
"Tranzeal, Inc.",2,3.4,2,63,4
Travis County,5,3.9,6,183,8
Travis County,5,3.8,6,183,8
"Travis County, Texas",5,3.8,6,183,8
Tredence,4,3.5,2,10,4
TreeHouse Foods,7,2.6,3,18,11
TreeHouse Foods,7,2.5,3,18,11
"TreeHouse Foods, Inc.",7,2.5,3,18,11
"TrellisWare Technologies, Inc",2,3.6,2,23,5
TRENCH PLATE RENTAL CO,4,3,2,43,6
Trend Micro,6,4,3,35,9
Tri Counties Bank,4,3.3,3,48,7
Tribalco,2,3.7,2,19,7
Tribune Publishing,5,2.7,3,9,8
TriCom Technical Services,2,4.9,2,29,4
Trigyn,5,3.8,2,24,6
Trillium Solutions Group,1,4.8,10,21,2
Trimble,7,3.9,3,45,10
Trimble Transportation,5,3,13,29,7
TriNet,5,3.3,3,35,10
Trinity Health,7,3.3,8,47,4
Trinity Industries,7,3,3,90,11
Trinus Corp,2,4.1,2,28,4
Trio Electric,3,2.9,2,20,5
Tri-Starr Personnel,1,4.5,2,37,1
Triumph Enterprises,2,3.7,2,18,5
Triumph Group,7,2.7,3,30,10
TriWest Healthcare Alliance,5,2.5,2,27,6
TriWest Healthcare Alliance,5,2.6,2,27,6
True Group,3,4.1,2,19,4
True Value,5,3.4,2,75,9
TrueCar,4,2.7,3,18,7
TrueNet Communications,3,3.1,2,38,7
TSR Consulting,3,3.6,3,54,6
"TSR, Inc.",3,3.6,3,54,6
TSYS,7,3,3,40,10
TTI Floor Care North America Inc.,4,3.2,13,16,8
"TTI of USA, Inc.",3,2.6,2,28,4
"TTI, Inc.",5,3.6,13,52,10
Tufts Medical Center,5,3.5,2,227,8
Turner Broadcasting,7,3.7,13,20,12
Turner Construction,6,4,13,121,12
Tutor Perini,6,2.3,3,129,11
Twilio,5,4,3,15,9
Twitter,5,4,3,17,10
U.S. Air Force,7,4.2,6,76,12
"U.S. Auto Parts Network, Inc",5,3.4,3,28,7
"U.S. Auto Parts Network, Inc.",5,3.4,3,28,7
U.S. Cellular,6,3.5,3,40,10
U.S. Navy,5,3.8,6,248,10
ubergig,1,4.9,2,14,3
UBS,7,3.6,3,161,12
UC San Francisco,7,4.1,1,159,5
UC San Francisco,7,4,1,159,5
UCSF Medical Center,7,4.1,7,116,6
UES,3,3.8,2,50,6
UFCU,4,3.5,8,87,6
Uhaul,7,3.1,3,78,12
U-Haul,7,3.1,3,78,12
Ulta Beauty,7,3.3,3,33,11
"Ultra Electronics, Advanced Tactical Systems",5,3.4,3,103,8
UNC Charlotte,5,4.5,1,74,7
UNCOMN LLC,2,5,2,13,5
"UNCOMN, LLC",2,5,2,13,5
Under Armour,7,3.7,3,27,10
Under Armour,7,3.8,3,27,10
Underwriters Laboratories,7,3.3,2,129,10
Unico American,2,3.4,3,47,5
Unico American Corporation,2,3.4,3,47,5
Unified Business Technologies,2,3.2,2,28,5
Unified Industries Incorporated,2,1.8,2,53,4
UnifiedCommunications.com,2,3.8,2,41,5
UniFirst,7,3.9,3,87,9
UniGroup Inc,5,3.5,2,103,9
Unilever,7,4,3,151,12
Union Bank,6,3,13,159,12
Unissant,2,3.9,2,17,5
"Unissant, Inc.",2,3.9,2,17,5
Unisys,7,3.3,3,137,10
Unisys Federal,7,3.3,3,137,10
United BioSource,5,2.3,9,20,7
United Biosource Corporation,5,2.3,9,20,7
United IT Solutions,1,3.8,2,13,2
United Nations Federal Credit Union,4,3,9,76,11
United Natural Foods,7,2.9,3,45,12
United Rentals,7,4,3,26,11
United Software Group,3,3.7,2,21,6
United Software Group Inc,3,3.7,2,21,6
United States Olympic & Paralympic Committee,4,4.1,8,129,7
United Surgical Partners,7,2.7,2,25,8
UnitedHealth Group,7,3.3,3,46,12
UnitedHealth Group,7,3.4,3,46,12
Unity Health Insurance,4,3.6,2,6,9
Univar,6,3,3,99,12
Universal Consulting Services,3,3.3,2,23,5
"Universal Consulting Services, Inc.",3,3.3,2,23,5
Universal Electronics (CA),5,3.4,3,37,8
"Universal Solutions International, Inc.",2,3.5,2,16,4
Universal Technical Institute,5,2.9,3,58,4
Universal Weather and Aviation,5,3.5,2,64,9
University Federal Credit Union,4,3.5,8,87,6
University Health System,5,3.7,8,68,7
University Hospitals,7,3.8,8,160,9
University of Baltimore,2,3.8,1,98,4
University of California,7,4.2,1,155,11
University of California Berkeley,7,4.1,1,341,8
University of Chicago,7,4,1,133,10
University of Chicago Medicine,5,3.6,8,37,9
University of Florida,7,4.3,1,170,9
University of Georgia,7,4.2,1,238,10
University of Maryland Medical System,7,3.4,9,39,10
University of Massachusetts Medical School,6,3.4,1,61,9
University of Minnesota,7,4.2,1,172,10
University of North Florida,5,4,1,58,7
University of Oklahoma,6,4.1,1,133,8
University of Phoenix,5,3.1,1,47,7
University of Pittsburgh,7,4.2,1,236,1
University of San Diego,5,3.8,1,74,7
University of South Florida,7,4.3,1,67,9
University of Southern California,7,4.2,1,143,10
University of St. Thomas,5,4.3,1,138,7
University of Tennessee,7,4.1,1,229,9
University of Texas at Arlington,5,4.2,1,56,7
University of Texas at Austin,7,4.3,1,140,9
University of Texas at San Antonio,5,4.1,1,54,8
University of Utah,7,4.2,1,173,10
University of Washington,7,4.1,1,162,10
Update Legal,2,3.8,2,53,5
Updox,2,4.4,2,14,4
UPMC,7,3.4,8,41,12
Upper Hand,1,4.2,2,11,2
UPS,7,3.5,3,116,12
Upwork,3,3.9,3,9,7
Urban Science,4,3.1,2,46,7
US Bank,7,3.5,3,160,12
US Department of Transportation,7,3.7,6,56,12
US Ecology,5,3.7,3,71,8
US Foods,7,3.2,3,23,12
US Tech Solutions,5,3.8,2,23,7
US Tech Solutions Inc.,5,3.8,2,23,7
"US Tech Solutions, Inc",5,3.8,2,23,7
"US Tech Solutions, Inc",5,3.7,2,23,7
"US Tech Solutions, Inc.",5,3.8,2,23,7
USA IT Corporation,2,2.8,2,21,4
USAA,7,3.6,2,101,12
USAC,4,2.6,8,26,5
USfalcon,3,4.3,2,39,6
USfalcon,3,4.4,2,39,6
USG Corporation,6,3.6,2,122,10
UST Global,7,4.1,2,24,9
UST Global,7,4.2,2,24,9
UT Dallas,5,4.3,1,54,7
UT Health San Antonio,6,3.5,1,64,8
UTHealth Houston,6,4,1,51,9
UTHealth Houston,6,3.9,1,51,9
V Group Inc.,4,3.4,2,26,7
V R Della Infotech Inc,2,4.1,2,11,3
V.L.S. Systems,3,3.3,2,17,5
"V.L.S. Systems, Inc",3,3.3,2,17,5
Vaco,4,3.3,2,21,8
Vaco Financial,4,3.3,2,21,8
Vaco Staffing,4,3.3,2,21,8
Vaco Technology,4,3.3,2,21,8
Valero,7,3.9,3,43,12
Valero Energy Corporation,7,3.9,3,43,12
"Valkyrie Enterprises, Inc.",4,3.6,2,16,5
Value City & American Signature Furniture,5,3.2,13,75,7
Vanderbilt University Medical Center,7,3.6,8,149,10
VanderHouwen,3,4.3,10,36,6
Vantage Bank Texas,3,3.4,2,38,9
VantageLinks,2,4.4,2,17,3
Varen Technologies,2,4.2,2,18,5
Varite,2,3.8,2,23,4
Varstaff,1,5,2,9,1
VBeyond Corporation,3,4.4,2,17,3
VC3,2,4.6,2,29,4
VCA,7,3.2,3,37,10
VDart Inc.,5,3.9,2,16,6
"VDart, Inc.",5,3.9,2,16,6
"VED Software Services, Inc.",2,2.9,2,28,3
Veem,2,4.1,2,9,2
Veeva Systems,5,3.5,3,16,8
Vensure Employer Services,4,4.1,2,19,10
Ventas,3,3.5,3,25,10
Ventas,3,3.7,3,25,10
Venterra Realty,4,4.7,2,22,7
Venus Fashion,4,3.3,2,41,7
Venus Fashion Inc,4,3.3,2,41,7
Vera Institute of Justice,3,3.2,8,62,7
Vera Institute of Justice,3,3.1,8,62,7
Veracity Engineering,2,4.4,2,22,4
Verisk,6,3.7,3,52,10
Verisk Analytics,6,3.7,3,52,10
Veritas,6,3.2,2,40,10
Veritex Community Bank,4,2.5,3,13,11
Veritiv,6,2.9,3,9,11
Verizon,7,3.7,3,23,12
"Versar, Inc.",3,2.8,2,54,7
Verseon,2,3,3,21,2
Vertex (Pennsylvania),5,3.9,2,45,7
Vertex Pharmaceuticals,5,3.2,3,34,10
Vertex Pharmaceuticals,5,3.3,3,34,10
Veterans Enterprise Technology Solutions,2,3.4,2,18,5
VETS,2,3.4,2,18,5
VF,7,3.5,3,134,12
VF Corporation,7,3.5,3,134,12
VIA Metropolitan Transit,5,3.5,6,45,4
VIA Technical,1,4,2,18,3
ViacomCBS,7,3.5,3,4,12
ViacomCBS,7,3.6,3,4,12
ViacomCBS Inc.,7,3.6,3,4,12
Viasat,6,4.1,3,37,9
"ViaSat, Inc.",6,4.1,3,37,9
Victory Capital Management Inc.,3,3.1,3,10,7
Victra,6,2.6,2,27,9
Viking Cruises,6,2.6,9,26,5
Village Care,4,2,8,46,7
Vinformatix,1,2.6,2,15,2
Vionic Group,2,3.6,13,17,7
VirBELA,2,5,3,11,3
Virtus Partners,3,2.8,2,18,4
Virtus Partners LLC,3,2.8,2,18,4
Visa Inc.,7,3.6,3,65,12
Vision Technologies,4,2.7,2,23,7
Visionet Systems,5,4,2,28,7
Visiting Nurse Service of New York,7,3.8,8,130,10
"Vistronix, Inc.",4,4.1,2,33,7
Vita Coco,2,4,2,19,7
Vitalant,5,2.8,8,80,9
VITALWARE LLC,2,3.8,2,13,4
Vitamin T,3,4.7,2,12,7
Vitech Systems Group Inc,5,3.5,2,37,7
VIVA USA,2,4.6,2,27,5
VIVA USA Inc,2,4.6,2,27,5
Vivint Solar,5,3.5,3,12,6
Vizient,5,3.7,2,46,8
Vizrt,4,4.3,2,26,7
Vlink,3,3.8,2,17,5
VLink Inc,3,3.8,2,17,5
VLink Inc.,3,3.8,2,17,5
Vmware,7,4.2,3,25,11
"VMware, Inc.",7,4.2,3,25,11
VNA Health Group,5,3.3,8,111,6
Volt,7,3.2,3,73,9
Volt Information,7,3.2,3,73,9
Volunteers of America Los Angeles,5,2.9,8,127,1
Von Lehman and Co,2,2.3,2,77,4
Voya Financial,6,3.4,3,10,11
VSP Global,5,3.6,2,68,7
VT Group,5,3.3,2,57,7
"VT Group, Inc.",4,3.2,2,18,7
vtech Solutions,3,3.9,2,17,2
VTS,3,4.2,2,12,6
Vulcan Materials Company,6,3.7,3,66,10
Vydia,2,4.4,2,10,4
VyStar Credit Union,5,3.4,8,71,11
W R Systems,3,3.7,2,40,5
W.R. Berkley Corporation,6,3.3,3,56,11
W2O,3,4.1,2,22,7
W2O Group,3,4.1,2,22,7
W3Global,3,4.5,2,17,4
Wake Forest Baptist Medical Center,7,3.5,7,121,8
Walgreens,7,3,3,122,12
Walker & Dunlop,4,4,3,86,8
Wallero,1,4.3,2,8,1
Walmart,5,3.3,3,61,12
Walt Disney Co.,7,4,3,100,12
Walt Disney Company,7,4,3,100,12
Warner Bros. Entertainment,6,3.9,3,100,12
Warner Media LLC,7,3.7,13,20,12
Washington Federal,5,3.6,3,106,8
Washington University in St. Louis,7,4.2,1,170,9
Wastequip,5,3,2,34,8
Wayfair,7,3.2,3,21,11
WD-40 Company,3,3.9,3,70,7
Web Shop Manager,1,4.2,2,23,2
"Webstaurant Store, Inc.",5,3.5,2,19,8
Webstaurantstore,5,3.5,2,19,8
Wedbush Securities,4,3.3,2,68,7
Wedgewood Pharmacy,4,3.7,2,42,7
Weingarten Realty,3,3.3,3,31,8
Wellcare,6,3.7,3,38,12
"Wellington Management Company, LLP",5,3.9,2,44,8
"Wellington Management Company, LLP",5,3.8,2,44,8
Wells Fargo,7,3.7,3,171,12
Wellth Inc.,1,5,2,9,2
Wescom Credit Union,4,3.5,8,89,6
West 4th Strategy,2,5,2,7,3
West Coast Consulting LLC,2,4,2,25,4
West Monroe Partners,5,4.1,2,21,7
West Pharmaceutical Services,6,3.2,3,100,9
Western Alliance Bancorporation,5,2.9,3,28,8
Western Alliance Bank,5,2.9,3,28,8
Western Digital,7,3.6,3,53,12
Western Governors University,6,3.7,1,26,8
Westlake Chemical,6,3.9,3,37,11
Weston Solutions,5,3.6,2,66,8
Weston Solutions Inc.,5,3.5,2,66,8
Weston Solutions Inc.,5,3.6,2,66,8
WestRock,7,3.2,3,8,12
WGSN,1,3.5,2,25,6
Whitley Penn,4,3.8,10,40,7
"Whitney, Bradley and Brown",4,4.2,2,42,7
Whitridge Associates,2,4.3,10,32,4
Whole Foods Market,7,3.6,3,43,12
WideOrbit,3,3.8,2,24,7
Wildlife Conservation Society,5,3.4,8,128,7
Wiley,6,3.3,3,216,9
William Blair,5,4.6,2,88,9
William Hill,7,2.7,3,89,10
William Hill US,7,2.7,3,89,10
Williams-Sonoma-Supply Chain,7,2.5,3,67,11
Willis Towers Watson,7,3.6,3,195,12
Wilson Elser,5,2.9,2,45,7
"Window Nation, LLC",3,4.1,2,17,6
Wingstop,2,3.3,3,29,2
Winston & Strawn,5,3.6,2,169,7
WinterWyman,2,4.3,2,51,7
Wintrust Financial,5,3.9,3,32,8
Wipro Ltd.,7,2.9,3,78,11
Wish,4,3.5,2,12,9
Wodify,2,3.6,2,11,3
Wolters Kluwer,7,3.2,3,187,10
Wolverine Trading,3,4.1,2,29,4
Wonderful Pistachios and Almonds,6,4.6,2,43,10
Wondersign,1,4.7,2,16,3
WorkCare,3,2.4,2,37,5
Workday,7,4,3,18,10
Workday,7,3.9,3,18,10
Workforce Logiq,4,3.6,2,24,6
Workhuman,3,4.3,2,24,7
World Wide Technology,6,4.2,2,33,12
WorldAware,3,3.3,2,24,5
Wpromote,3,4,2,22,6
Wpromote,3,4.1,2,22,6
WPS Health Solutions,5,3,8,77,10
WPS Health Solutions,5,3,2,77,10
WSFS Financial Corporation,5,2.7,3,191,8
WSP USA,7,3.6,3,64,11
Wu Yee Children's Services,3,2.6,8,46,4
Wynden Stark,2,3.8,2,14,5
Xcel Energy,7,3.5,3,114,12
XDuce,1,4,2,17,2
xentity corporation,2,5,2,22,3
Xilinx,6,3.7,3,39,10
XLA,3,3.4,10,34,5
Xoriant,5,3.6,2,33,7
Xoriant Corporation,5,3.6,2,33,7
Xoriant Corporation,5,3.7,2,33,7
XPO Logistics,7,3.7,3,12,12
Xylem,7,3.3,3,12,10
"Xylo Technologies, Inc.",2,4,2,23,3
YAI - Seeing beyond disability,6,3.1,8,66,7
YAI/NIPD Network,6,3.1,8,66,7
Yellowstone Landscape Group,5,3.6,2,15,7
YETI Coolers,4,4.2,3,17,8
YETI Coolers,4,4.1,3,17,8
YipitData,2,4.9,2,13,5
Yochana,3,3.2,2,14,6
Yochana,3,3.4,2,14,6
Yochana,3,2.9,2,14,6
Yochana IT inc,3,3.4,2,14,6
Yochana IT Solutions,3,3.2,2,14,6
Yodlee,5,3.4,3,24,7
YOH,5,3.3,2,83,7
Yoh Staffing Solutions,5,3.3,2,83,7
"York Solutions, LLC",2,3.5,2,34,5
York Telecom Corporation,3,4.3,2,38,7
Yorke Engineering,7,4.3,1,192,11
Young Life,5,4.6,8,82,7
Youngsoft,2,3.5,2,27,4
YPrime,3,3.4,2,17,5
Yum! Brands,7,4,3,26,12
Z Gallerie,4,2.5,2,44,7
"Zachary Piper Solutions, LLC",2,3.9,2,12,4
Zayo,5,2.3,3,16,10
Zealogics.com,3,4.3,2,11,4
Zen & Art,3,4,2,20,7
Zen3 Infosolutions America Inc,5,3.6,2,7,7
Zentek Infosoft Inc.,2,3.7,2,9,4
Zep,5,2.6,3,22,8
Zest AI,2,3.7,2,14,6
Ziff Davis,5,3,13,96,7
Zimmer Biomet,7,3.3,3,96,11
Zipongo,2,4,2,12,3
Zolon Tech,3,4,2,25,5
Zolon Tech Solutions Inc,3,4,2,25,5
Zolon Tech Solutions Inc.,3,4,2,25,5
Zovio,5,3,3,19,7
ZT Systems,5,3.5,2,29,10
Zumper,2,4.3,2,11,4
Zynga,5,4.1,3,16,8
