Company Name,Company Rating,Global Size,Company Rating,Company Ownership Type,Company Rating,Company Age,Company Rating,Est Yearly Revenue
Metro Systems,4,3,4,2,4,18,4,5
Metro Systems Inc,4,3,4,2,4,18,4,5
Metrolink,2.4,3,2.4,6,2.4,32,2.4,5
"Metron, Inc.",3.4,3,3.4,2,3.4,41,3.4,5
Metroplus Health Plan,2.7,5,2.7,8,2.7,38,2.7,10
Metropolitan Family Services,3.2,3,3.2,2,3.2,166,3.2,6
Metropolitan Jewish Health System,3.2,5,3.2,8,3.2,117,3.2,9
Metropolitan Washington Council of Governments,4.2,2,4.2,8,4.2,66,4.2,5
Mettler-Toledo,3.7,7,3.7,3,3.7,27,3.7,10
MGA Entertainment Inc,3.6,5,3.6,2,3.6,43,3.6,7
MHC Healthcare,2.5,3,2.5,8,2.5,66,2.5,5
Michigan Health Plan,3.3,7,3.3,3,3.3,39,3.3,12
Michigan Health Plan,2.8,5,2.8,2,2.8,50,2.8,9
Micro Focus,3.3,7,3.3,3,3.3,47,3.3,10
Microchip Technology,3.9,7,3.9,3,3.9,34,3.9,10
Micro-Data Systems Inc.,4.2,2,4.2,2,4.2,31,4.2,4
"Micro-Data Systems, Inc.",4.2,2,4.2,2,4.2,31,4.2,4
Micron Technology,3.5,7,3.5,3,3.5,45,3.5,12
Microsoft,4.3,7,4.3,3,4.3,48,4.3,12
Microsoft Corporation,4.3,7,4.3,3,4.3,48,4.3,12
Midan Marketing,3,1,3,2,3,19,3,2
Midcom,3.5,2,3.5,2,3.5,44,3.5,4
Midland Credit Management,3.4,5,3.4,13,3.4,70,3.4,9
Milestone Technologies Inc.,3.2,5,3.2,2,3.2,26,3.2,7
"MILESTONE Technologies, Inc",3.2,5,3.2,2,3.2,26,3.2,7
"Milestone Technologies, Inc.",3.2,5,3.2,2,3.2,26,3.2,7
Millennium Engineering & Integration Company,4,4,4,2,4,28,4,7
Millennium Partners,5,2,5,2,5,32,5,2
Milliman,3.8,5,3.8,2,3.8,76,3.8,9
Mills College,3.7,3,3.7,1,3.7,171,3.7,6
Mind Over Machines,3.7,2,3.7,10,3.7,34,3.7,4
Mindfinders,3.6,2,3.6,2,3.6,22,3.6,4
Mindlance,3.9,5,3.9,2,3.9,24,3.9,7
Mindteck,3.3,5,3.3,3,3.3,32,3.3,6
Mindteck US,3.3,5,3.3,3,3.3,32,3.3,6
Mindtree Limited,3.8,7,3.8,3,3.8,24,3.8,8
Mission Essential,3.8,5,3.8,2,3.8,19,3.8,7
MIT,4.4,7,4.4,1,4.4,162,4.4,10
Mitchell International,3,5,3,2,3,77,3,7
"Mitchell International, Inc.",3,5,3,2,3,77,3,7
Mitchell Martin,4.1,4,4.1,2,4.1,39,4.1,7
MITRE,3.3,6,3.3,8,3.3,65,3.3,9
MMC Group,3.1,4,3.1,2,3.1,30,3.1,6
Mobisoft Infotech LLC,3.9,3,3.9,2,3.9,14,3.9,2
Modis,3.2,6,3.2,13,3.2,29,3.2,8
Molex,3.1,7,3.1,2,3.1,85,3.1,10
Molina Healthcare,3.1,7,3.1,3,3.1,43,3.1,12
Molson Coors,3.8,7,3.8,3,3.8,249,3.8,10
Molson Coors Brewing Company,3.8,7,3.8,3,3.8,249,3.8,10
Momentum Resource Solutions,3.7,2,3.7,4,3.7,25,3.7,4
Mondelez International,3.8,7,3.8,3,3.8,11,3.8,12
Mondo,3.8,2,3.8,2,3.8,23,3.8,7
Mondo,3.9,2,3.9,2,3.9,23,3.9,7
Money Management International,3.9,3,3.9,8,3.9,65,3.9,6
Money Map Press,2.9,2,2.9,2,2.9,16,2.9,5
MoneyGram International,3,5,3,3,3,83,3,9
Montefiore Medical,3.7,7,3.7,8,3.7,139,3.7,10
"Montrose Environmental Group, Inc.",2.5,5,2.5,2,2.5,11,2.5,7
Moody's,3.6,7,3.6,3,3.6,123,3.6,10
Moody's Analytics,3.4,6,3.4,3,3.4,15,3.4,9
Moog,4.2,7,4.2,3,4.2,72,4.2,10
Morgan Borszcz Consulting,3.7,2,3.7,2,3.7,20,3.7,4
"Morgan Business Consulting, LLC",3.7,2,3.7,2,3.7,20,3.7,4
Morgan Stanley,3.8,7,3.8,3,3.8,88,3.8,12
Morningstar,4,6,4,3,4,39,4,9
Morningstar,4.1,6,4.1,3,4.1,39,4.1,9
Morris Heights Health Center,2.4,3,2.4,2,2.4,42,2.4,6
Morton Salt,2.1,5,2.1,13,2.1,113,2.1,9
Mosaic Sales Solutions,3.4,6,3.4,2,3.4,76,3.4,8
Moseley Technical Services,4.3,2,4.3,4,4.3,29,4.3,5
Moss Adams,3.5,5,3.5,2,3.5,110,3.5,8
MoTek Technologies,3.1,1,3.1,2,3.1,14,3.1,2
Motiv Power Systems,4.6,2,4.6,2,4.6,14,4.6,3
Motorola Solutions,3.7,7,3.7,3,3.7,95,3.7,11
Mott MacDonald,3.7,7,3.7,2,3.7,34,3.7,9
Mount Sinai Health System,3.4,7,3.4,7,3.4,10,3.4,9
Mount Sinai Medical Center,3.1,5,3.1,8,3.1,77,3.1,8
MountainSeed Appraisal Management LLC,4.2,2,4.2,2,4.2,17,4.2,4
Moxie,3,3,3,2,3,23,3,6
Mphasis Limited,3.3,7,3.3,3,3.3,31,3.3,9
Mphasis Limited,3,2,3,2,3,29,3,7
Mr. Cooper,3.3,6,3.3,3,3.3,29,3.3,11
MSC Industrial Supply,3,6,3,3,3,82,3,10
MUFG,3.1,7,3.1,3,3.1,159,3.1,12
Mumba Technologies,3.3,1,3.3,2,3.3,13,3.3,2
Munich Re,3.7,6,3.7,3,3.7,143,3.7,12
Municipal Credit Union,2.7,4,2.7,8,2.7,107,2.7,6
"Murata Electronics North America, Inc.",3.6,5,3.6,13,3.6,50,3.6,7
MUREX,4.3,5,4.3,2,4.3,37,4.3,8
Murphy Oil,2.8,5,2.8,3,2.8,116,2.8,11
MV Public Transportation,2.8,7,2.8,2,2.8,48,2.8,9
My Supply Chain Group,4,2,4,2,4,15,4,5
Myers and Stauffer,3.5,4,3.5,3,3.5,46,3.5,7
Mylan Inc.,3.6,7,3.6,3,3.6,62,3.6,11
MyLife.com,3.1,1,3.1,2,3.1,21,3.1,4
N.F. Smith & Associates,4.1,3,4.1,2,4.1,39,4.1,9
NACE International,2.9,2,2.9,8,2.9,80,2.9,5
NAGRA (Kudelski Group),3.5,5,3.5,3,3.5,72,3.5,8
NAGRA Kudelski Group,3.5,5,3.5,3,3.5,72,3.5,8
Narwal,5,2,5,3,5,5,5,4
Nasdaq,3.6,5,3.6,3,3.6,52,3.6,10
Natera,4,4,4,3,4,19,4,7
National Aeronautics and Space Administration,4.5,7,4.5,6,4.5,65,4.5,12
National Capitol Contracting (NCC),3.2,2,3.2,2,3.2,21,3.2,4
National Education Association,3.5,4,3.5,8,3.5,166,3.5,7
National Education Partners,4.6,3,4.6,2,4.6,4,4.6,7
National Express,3,7,3,3,3,51,3,12
National General Insurance,3,6,3,3,3,84,3,10
National Grid (UK),3.6,7,3.6,3,3.6,33,3.6,11
National Grid USA,3.6,7,3.6,3,3.6,33,3.6,11
National Instruments Corporation,3.5,6,3.5,3,3.5,47,3.5,9
National Jewish Health,2.8,5,2.8,8,2.8,124,2.8,7
National Kidney Foundation,3.2,2,3.2,8,3.2,59,3.2,5
National Notary Association,3,3,3,2,3,66,3,5
National Oilwell Varco,3.4,7,3.4,3,3.4,182,3.4,12
National Software Management,4,3,4,2,4,14,4,7
National University,2.5,5,2.5,1,2.5,52,2.5,7
Nationwide,3.6,7,3.6,2,3.6,98,3.6,12
Nationwide Childrens Hospital,3.7,7,3.7,8,3.7,131,3.7,9
Nationwide Children's Hospital,3.8,7,3.8,8,3.8,131,3.8,9
Nationwide Children's Hospital,3.7,7,3.7,8,3.7,131,3.7,9
Native American Rehabilitation Association (NARA),3.9,2,3.9,8,3.9,53,3.9,4
Natus Medical,2.8,5,2.8,3,2.8,34,2.8,7
Nautilus Insurance Group,3.4,3,3.4,13,3.4,38,3.4,7
Navient,3.3,6,3.3,3,3.3,9,3.3,10
Navigant Consulting,3.2,6,3.2,2,3.2,27,3.2,8
Navitus,3.9,3,3.9,2,3.9,20,3.9,4
NBC Universal,3.8,7,3.8,3,3.8,117,3.8,12
NBCUniversal,3.8,7,3.8,3,3.8,117,3.8,12
NCH Corporation,3.3,6,3.3,2,3.3,104,3.3,9
NCR,3.4,7,3.4,3,3.4,139,3.4,11
NCR Corporation,3.4,7,3.4,3,3.4,139,3.4,11
NCSOFT,3,5,3,3,3,26,3,12
Neapco,3.3,5,3.3,2,3.3,99,3.3,8
NECCO,4.2,4,4.2,3,4.2,27,4.2,6
Neighborhood Centers,1.9,4,1.9,2,1.9,12,1.9,2
Neiman Marcus,3.3,7,3.3,2,3.3,116,3.3,11
Nemours,3.7,5,3.7,8,3.7,83,3.7,9
Nemours Children's Health System,3.7,5,3.7,8,3.7,83,3.7,9
NEPC,3.2,3,3.2,2,3.2,37,3.2,7
"Nesco Resource, LLC",2.9,5,2.9,2,2.9,67,2.9,8
Net at Work,2.5,2,2.5,2,2.5,27,2.5,6
"Net Health Systems, Inc.",3.7,4,3.7,2,3.7,30,3.7,6
Net Pay Advance Inc,5,1,5,2,5,16,5,3
Net2Source,3.2,5,3.2,2,3.2,16,3.2,7
Net2Source Inc.,3.2,5,3.2,2,3.2,16,3.2,7
NetApp,3.9,7,3.9,3,3.9,31,3.9,11
neteffects,4.1,2,4.1,2,4.1,28,4.1,5
Netflix,3.9,5,3.9,3,3.9,26,3.9,11
Netflix,4,5,4,3,4,26,4,11
"Netflix, Inc.",3.9,5,3.9,3,3.9,26,3.9,11
"Netflix, Inc.",4,5,4,3,4,26,4,11
NetImpact Strategies,3.9,3,3.9,2,3.9,14,3.9,6
"Netpace, Inc",3.9,2,3.9,2,3.9,27,3.9,4
"Netpace, Inc.",3.9,2,3.9,2,3.9,27,3.9,4
"Netrix, LLC",3.5,3,3.5,2,3.5,34,3.5,7
Netsync,3.7,2,3.7,2,3.7,21,3.7,7
Netsync Network Solutions,3.7,2,3.7,2,3.7,21,3.7,7
Neuberger Berman,3.7,5,3.7,2,3.7,84,3.7,8
Neuberger Berman,3.5,5,3.5,2,3.5,84,3.5,8
Neurocrine Biosciences,4.3,4,4.3,3,4.3,31,4.3,8
NeuroLogica,2.6,2,2.6,2,2.6,19,2.6,6
Neustar,3.7,5,3.7,2,3.7,27,3.7,8
Nevro,3.8,4,3.8,3,3.8,17,3.8,7
New American Funding,3.5,5,3.5,2,3.5,20,3.5,12
New Balance,3.7,6,3.7,2,3.7,117,3.7,10
New Meridian Corporation,1.8,1,1.8,2,1.8,33,1.8,2
New Relic,4.6,5,4.6,3,4.6,15,4.6,7
"New Resources Consulting, LLC",3.1,3,3.1,2,3.1,36,3.1,4
New York Blood Center,2.8,5,2.8,8,2.8,59,2.8,7
New York Life Insurance Co,3.6,7,3.6,2,3.6,178,3.6,12
New York Life Insurance Co,3.5,7,3.5,2,3.5,178,3.5,12
New York Technology Partners,4,2,4,2,4,24,4,4
New York Times,3.8,5,3.8,3,3.8,127,3.8,9
"NewAgeSys, Inc.",3.7,3,3.7,2,3.7,29,3.7,4
Newegg,2.7,5,2.7,2,2.7,23,2.7,10
Newport Group,3.6,5,3.6,2,3.6,38,3.6,6
NewRez,3.6,5,3.6,3,3.6,5,3.6,8
NewtonX,4.1,1,4.1,2,4.1,6,4.1,4
Newtopia Inc,3.4,2,3.4,2,3.4,15,3.4,3
"Next Level Business Services, Inc.",4.4,6,4.4,2,4.4,16,4.4,7
"Next Level Business Services, Inc.",4.5,6,4.5,2,4.5,16,4.5,7
Next Phase Solutions and Services,3.6,2,3.6,2,3.6,13,3.6,4
NEXT Trucking,4,2,4,2,4,8,4,6
NextGen Global Resources,4.3,4,4.3,13,4.3,14,4.3,7
NextGen Global Resources LLC,4.3,4,4.3,13,4.3,14,4.3,7
NextNav,3.4,2,3.4,2,3.4,16,3.4,4
"NextXap, Inc.",1.6,4,1.6,2,1.6,20,1.6,4
Nexus IT Group,4.5,1,4.5,2,4.5,13,4.5,2
NexusTek,2.9,3,2.9,2,2.9,27,2.9,7
NFF Inc,4.9,2,4.9,2,4.9,27,4.9,5
NFP,3.8,6,3.8,2,3.8,25,3.8,9
Niagara Conservation,3.1,2,3.1,2,3.1,46,3.1,7
"Nichols & Company, CPAs",4.1,2,4.1,10,4.1,82,4.1,3
Nielsen,3.6,7,3.6,3,3.6,100,3.6,11
Nihon Kohden,4.1,3,4.1,2,4.1,44,4.1,7
Nike,4.1,7,4.1,3,4.1,51,4.1,12
Nikola Motor Company,4.6,3,4.6,3,4.6,9,4.6,1
NiSource,3.3,6,3.3,3,3.3,36,3.3,10
Nitel,3.4,2,3.4,2,3.4,26,3.4,6
Nitel,3.1,2,3.1,2,3.1,26,3.1,6
NJF Global Holdings,4.2,2,4.2,2,4.2,20,4.2,4
NJVC,2.8,5,2.8,2,2.8,22,2.8,7
Noah Consulting,4.4,2,4.4,2,4.4,15,4.4,5
"Noah Consulting, Inc.",4.4,2,4.4,2,4.4,15,4.4,5
Noblis,4,5,4,8,4,27,4,7
Nokia,4.1,7,4.1,3,4.1,158,4.1,12
Nolij Consulting,3.9,2,3.9,3,3.9,11,3.9,2
NORC at the University of Chicago,3,5,3,8,3,82,3,7
NORC at the University of Chicago,3.1,5,3.1,8,3.1,82,3.1,7
Nordstrom,3.6,7,3.6,3,3.6,122,3.6,12
Norgate Technology Inc,3.3,2,3.3,2,3.3,30,3.3,4
North American Bancard LLC,2.7,5,2.7,2,2.7,31,2.7,5
North American Corporation,2.7,3,2.7,2,2.7,104,2.7,7
North Central Texas Council of Governments,2.6,3,2.6,8,2.6,57,2.6,4
North Highland,3,5,3,2,3,31,3,7
Northern Trust,3.7,7,3.7,3,3.7,134,3.7,10
Northrop Grumman,3.8,7,3.8,3,3.8,84,3.8,12
Northwell health,4,7,4,8,4,26,4,12
Northwestern Medicine,3.9,6,3.9,7,3.9,58,3.9,7
Northwestern Memorial Healthcare,3.9,6,3.9,7,3.9,58,3.9,7
Northwestern Mutual,3.8,6,3.8,2,3.8,166,3.8,12
NortonLifeLock,3.7,5,3.7,3,3.7,4,3.7,10
Norwin Technologies,2.9,2,2.9,2,2.9,15,2.9,6
Novalink Solutions LLC,4.4,2,4.4,2,4.4,20,4.4,3
Novant Health,4,7,4,8,4,42,4,10
Novetta,4.5,4,4.5,2,4.5,11,4.5,7
"NP Corporate Services, LLC",2.3,5,2.3,2,2.3,57,2.3,7
NPD,3.8,5,3.8,2,3.8,57,3.8,7
NRG,3.5,6,3.5,3,3.5,31,3.5,12
NRG Energy,3.5,6,3.5,3,3.5,31,3.5,12
NT Concepts,3.3,4,3.3,2,3.3,25,3.3,7
nTech Solutions,4.7,3,4.7,2,4.7,18,4.7,4
NTT DATA,3.4,7,3.4,3,3.4,56,3.4,12
NTT DATA Corporation,3.4,7,3.4,3,3.4,56,3.4,12
NTT DATA Services,3.4,7,3.4,3,3.4,56,3.4,12
Nucleusteq,5,3,5,2,5,5,5,4
Numerator,3.9,5,3.9,2,3.9,19,3.9,7
NuORDER,3.3,2,3.3,2,3.3,12,3.3,4
NuVasive,3.7,5,3.7,3,3.7,26,3.7,9
Nuveen,3.2,5,3.2,2,3.2,125,3.2,9
Nuveen,3.3,5,3.3,2,3.3,125,3.3,9
NuWest Group,4.2,2,4.2,2,4.2,33,4.2,5
NVIDIA,4.6,7,4.6,3,4.6,30,4.6,11
NXP Semiconductors,3.7,7,3.7,3,3.7,17,3.7,11
NxStage,3.5,5,3.5,3,3.5,25,3.5,8
NxT Level,5,1,5,2,5,6,5,2
Nyansa,3.9,1,3.9,2,3.9,10,3.9,2
NYSTEC,3.8,2,3.8,8,3.8,27,3.8,5
NYSTEC,3.8,3,3.8,8,3.8,27,3.8,5
NYU Langone,4.1,7,4.1,7,4.1,182,4.1,11
NYU Langone,4,7,4,7,4,182,4,11
NYU Langone Health,4.1,7,4.1,7,4.1,182,4.1,11
NYU Langone Health,4,7,4,7,4,182,4,11
O2 Technologies,3.1,4,3.1,2,3.1,18,3.1,6
"o9 Solutions, Inc.",3.4,4,3.4,2,3.4,14,3.4,6
Oaktree Capital Management,3.4,4,3.4,3,3.4,28,3.4,9
Oasis Systems,3.8,5,3.8,2,3.8,26,3.8,7
"Oasis Systems, LLC",3.8,5,3.8,2,3.8,26,3.8,7
"Object Technology Solutions, Inc.",4,2,4,2,4,24,4,5
ObjectWin Technology Inc,4.1,2,4.1,2,4.1,26,4.1,5
OBXtek,3.4,4,3.4,2,3.4,14,3.4,6
Oceanit,3.8,2,3.8,2,3.8,38,3.8,5
Octo Consulting Group,3.9,4,3.9,2,3.9,17,3.9,6
Odesus,3.8,2,3.8,2,3.8,22,3.8,3
Odyssey Information Services,4.4,3,4.4,2,4.4,23,4.4,5
Odyssey Systems,3.9,4,3.9,2,3.9,26,3.9,7
OhioGuidestone,2.8,5,2.8,8,2.8,159,2.8,6
Okaya Corp,3.9,2,3.9,2,3.9,17,3.9,3
Old World Industries,3.1,3,3.1,2,3.1,50,3.1,9
"Oldcastle, Inc.",2.7,7,2.7,3,2.7,45,2.7,12
Ole Mexican Foods,2.5,4,2.5,2,2.5,36,2.5,7
Oliver Wyman,4.4,5,4.4,13,4.4,39,4.4,9
Olmstead Associates,4,1,4,2,4,29,4,4
Oloop Technology Solutions,4.8,2,4.8,2,4.8,12,4.8,3
Olympus Property,4.6,3,4.6,2,4.6,31,4.6,10
OmniSYS,3.4,3,3.4,2,3.4,35,3.4,4
ON Semiconductor,3.6,7,3.6,3,3.6,24,3.6,11
On-Board Companies,3.4,5,3.4,2,3.4,47,3.4,5
One Call,3.2,5,3.2,2,3.2,30,3.2,8
One Call,3.3,5,3.3,2,3.3,30,3.3,8
ONE Gas,3.6,5,3.6,3,3.6,9,3.6,9
One Jeanswear Group,2,4,2,2,2,30,2,8
One Legacy,2.4,3,2.4,8,2.4,46,2.4,2
OneSource Virtual,4.2,4,4.2,2,4.2,15,4.2,7
OneSpan,4.1,4,4.1,3,4.1,32,4.1,7
OneWire,4,1,4,2,4,16,4,2
Ongig,4.8,1,4.8,2,4.8,12,4.8,1
OnPrem Solutions Partners,4.3,3,4.3,2,4.3,10,4.3,4
Onyx CenterSource,3.6,3,3.6,2,3.6,10,3.6,6
"Onyx Government Services,LLC",4.5,2,4.5,2,4.5,17,4.5,4
ooma,3.6,3,3.6,3,3.6,19,3.6,7
OpenArc,3.6,2,3.6,2,3.6,13,3.6,4
Opendoor,3.5,4,3.5,2,3.5,9,3.5,10
OpenLogix Corporation,4.8,2,4.8,2,4.8,17,4.8,4
"OPENTECH ALLIANCE, INC.",3.5,2,3.5,2,3.5,20,3.5,4
Opinion Dynamics,4.2,2,4.2,2,4.2,36,4.2,4
Optima Global Solutions,3.9,1,3.9,2,3.9,22,3.9,2
Optum,3.5,7,3.5,3,3.5,46,3.5,12
Optum,3.6,7,3.6,3,3.6,46,3.6,12
Optym,4.1,2,4.1,2,4.1,23,4.1,4
Oracle,3.6,7,3.6,3,3.6,46,3.6,12
"OraSure Technologies, Inc.",3.2,3,3.2,3,3.2,23,3.2,7
"Orbis, Inc.",4.9,3,4.9,2,4.9,23,4.9,4
Oregon Child Development Coalition,3.1,3,3.1,8,3.1,52,3.1,5
O'Reilly Automotive,3.1,7,3.1,3,3.1,66,3.1,11
Origami Risk,4.6,3,4.6,2,4.6,14,4.6,6
ORIX USA,3.6,4,3.6,3,3.6,42,3.6,7
Orlando Utilities Commission,2.9,5,2.9,6,2.9,100,2.9,8
Orora,3.2,6,3.2,3,3.2,159,3.2,10
ORS Partners,4,2,4,2,4,11,4,4
OrthoCarolina,3.6,4,3.6,2,3.6,18,3.6,7
Oscar Health,3.7,5,3.7,2,3.7,11,3.7,10
OSF Healthcare System,3.9,7,3.9,8,3.9,146,3.9,10
OSI Engineering,4.5,2,4.5,2,4.5,13,4.5,5
Otsuka America Pharmaceutical,3.6,5,3.6,2,3.6,34,3.6,6
Otto Environmental Systems,3.8,3,3.8,3,3.8,35,3.8,7
Ovative Group,4.3,2,4.3,2,4.3,14,4.3,4
"OverDrive, Inc.",4.3,3,4.3,3,4.3,37,4.3,7
Oxford Global Resources,3.5,4,3.5,13,3.5,39,3.5,7
Oxford Solutions,3.2,1,3.2,2,3.2,25,3.2,4
P.F. Chang's,3.4,7,3.4,2,3.4,30,3.4,9
PA Consulting,3.3,5,3.3,2,3.3,80,3.3,7
Pacific Clinics,2.9,4,2.9,8,2.9,97,2.9,6
Pacific Gas And Electric Company,3.3,7,3.3,3,3.3,118,3.3,12
Pacific Life,3.7,5,3.7,2,3.7,155,3.7,11
Pacific Premier,2.9,5,2.9,3,2.9,40,2.9,12
Pacific Western Bank,3.5,5,3.5,13,3.5,21,3.5,12
Pacific Western Bank,3.6,5,3.6,13,3.6,21,3.6,12
Paladin Consulting Inc,3.6,4,3.6,2,3.6,40,3.6,7
Pall,3.4,7,3.4,13,3.4,77,3.4,10
Palo Alto Networks,3.3,6,3.3,3,3.3,18,3.3,10
Palo Alto Networks Inc.,3.3,6,3.3,3,3.3,18,3.3,10
Pan Asia Resources,3.3,2,3.3,2,3.3,20,3.3,3
"Pandora Media, Inc.",3.5,5,3.5,3,3.5,23,3.5,8
Panduit,3.2,5,3.2,2,3.2,68,3.2,9
Pangea Money Transfer,4.3,1,4.3,2,4.3,11,4.3,2
Papa John's,3.3,7,3.3,3,3.3,39,3.3,9
Paragon Space Development Corporation,4.1,2,4.1,2,4.1,30,4.1,3
Paramount Pictures,3.8,5,3.8,13,3.8,111,3.8,7
Paramount Software Solutions,4.3,2,4.3,2,4.3,26,4.3,4
"Paramount Software Solutions, Inc",4.3,2,4.3,2,4.3,26,4.3,4
Pareto Systems,4.3,1,4.3,2,4.3,11,4.3,2
Parexel,2.6,7,2.6,2,2.6,41,2.6,10
Paris Baguette,2.7,5,2.7,2,2.7,37,2.7,6
Park Hudson International,3.8,1,3.8,2,3.8,21,3.8,5
Park Place Technologies,3.7,5,3.7,2,3.7,32,3.7,7
Parkland,3.6,6,3.6,7,3.6,129,3.6,8
Parkland Health & Hospital System,3.6,6,3.6,7,3.6,129,3.6,8
Parkland Health and Hospital System,3.6,6,3.6,7,3.6,129,3.6,8
Parkland Health and Hospital System,3.5,6,3.5,7,3.5,129,3.5,8
Parsons Corporation,3.6,7,3.6,3,3.6,79,3.6,10
Partners in Health,3.2,7,3.2,8,3.2,36,3.2,7
Parts Town,3.6,4,3.6,2,3.6,36,3.6,7
PATH,3.9,5,3.9,8,3.9,46,3.9,7
Patient Advocate Foundation,2.7,2,2.7,8,2.7,27,2.7,6
Pattern Energy Group,3.8,3,3.8,3,3.8,14,3.8,7
"Patterson Companies, Inc.",3.7,6,3.7,3,3.7,146,3.7,11
"Paul Davis Restoration, Inc.",3.9,5,3.9,5,3.9,57,3.9,8
Paul Hastings,3.7,5,3.7,2,3.7,72,3.7,6
"Paul, Weiss, Rifkind, Wharton & Garrison",3.5,5,3.5,2,3.5,77,3.5,7
Payability,4.3,1,4.3,2,4.3,10,4.3,1
Paycom,4.5,5,4.5,3,4.5,25,4.5,8
Payfactors,4.6,3,4.6,2,4.6,10,4.6,4
Paylocity,4.2,5,4.2,3,4.2,26,4.2,7
Paymentus,3.7,4,3.7,2,3.7,19,3.7,7
Payoneer,4.2,5,4.2,2,4.2,18,4.2,7
PayPal,3.9,7,3.9,3,3.9,25,3.9,12
Payroc,4.3,4,4.3,2,4.3,20,4.3,7
Payspan,4.1,2,4.1,2,4.1,38,4.1,5
PCI,3.4,3,3.4,2,3.4,31,3.4,4
PDS Tech Inc,3.8,6,3.8,2,3.8,46,3.8,7
"PDS Tech, Inc.",3.8,6,3.8,2,3.8,46,3.8,7
PEAK Technical Staffing USA,3.9,2,3.9,2,3.9,55,3.9,6
Peak Vista Community Health Centers,2.2,4,2.2,8,2.2,52,2.2,6
PEAK6 Investments,2.9,5,2.9,2,2.9,26,2.9,7
Peapod,3,5,3,13,3,34,3,8
Peloton Group,3.9,2,3.9,2,3.9,13,3.9,5
Penn Medicine,3.9,7,3.9,7,3.9,30,3.9,11
Penn National Gaming,3.1,7,3.1,3,3.1,52,3.1,10
"Penn National Gaming, Inc.",3.1,7,3.1,3,3.1,52,3.1,10
Pennsylvania Real Estate Investment Trust,3.1,3,3.1,3,3.1,63,3.1,7
PennyMac,3.4,5,3.4,3,3.4,15,3.4,8
PennyMac,3.5,5,3.5,3,3.5,15,3.5,8
"People, Technology & Processes",3.9,1,3.9,2,3.9,13,3.9,3
Peopleforce INC,3.6,1,3.6,2,3.6,10,3.6,4
PeopleReady,3.4,6,3.4,13,3.4,34,3.4,6
People's United Bank,3.2,5,3.2,3,3.2,181,3.2,9
Pep Boys,2.8,7,2.8,2,2.8,102,2.8,9
PepsiCo,3.7,7,3.7,3,3.7,58,3.7,12
Peraton Corporation,3.5,5,3.5,2,3.5,6,3.5,9
Perfect Search Media,4.2,1,4.2,2,4.2,13,4.2,2
Perficient,3.6,5,3.6,3,3.6,25,3.6,8
Perkinelmer,3.2,7,3.2,3,3.2,86,3.2,10
PETCO,2.9,7,2.9,2,2.9,58,2.9,10
Peterson Technology Partners,4.1,3,4.1,4,4.1,26,4.1,5
Peterson Technology Partners,4.2,3,4.2,4,4.2,26,4.2,5
PetroChoice,2.7,4,2.7,2,2.7,54,2.7,8
PetSmart,3.2,7,3.2,2,3.2,37,3.2,11
Peyton Resource Group,3.9,1,3.9,2,3.9,22,3.9,4
Peyton Resource Group (PRG),4,1,4,2,4,22,4,4
Peyton Resource Group (PRG),3.9,1,3.9,2,3.9,22,3.9,4
Pfizer,4.1,7,4.1,3,4.1,174,4.1,12
PFSweb,3.2,5,3.2,3,3.2,29,3.2,7
Pharmaceutical Product Development,3.7,7,3.7,3,3.7,38,3.7,10
Pharmavite,3.6,5,3.6,2,3.6,52,3.6,9
Philadelphia 76ers,3.5,3,3.5,13,3.5,77,3.5,2
Philadelphia Gas Works,3.9,5,3.9,9,3.9,187,3.9,8
Philips,3.7,7,3.7,3,3.7,132,3.7,12
Phillips 66,3.9,7,3.9,3,3.9,11,3.9,12
Phoenix Children's Hospital,3.9,5,3.9,8,3.9,40,3.9,8
Photon Infotech,3,5,3,2,3,24,3,7
"Phunware, Inc",3.2,2,3.2,3,3.2,14,3.2,5
Phusion Projects,3.6,2,3.6,2,3.6,18,3.6,2
Pierce Washington,4.7,1,4.7,2,4.7,18,4.7,3
PIH Health,3.7,6,3.7,8,3.7,64,3.7,9
PIH Health,3.6,6,3.6,8,3.6,64,3.6,9
Pilkington North America,3.5,5,3.5,13,3.5,37,3.5,4
Pilot Flying J,3.1,7,3.1,2,3.1,65,3.1,12
PineBridge Investments,3.7,4,3.7,2,3.7,13,3.7,7
Pinnacle Partners,3.9,5,3.9,3,3.9,23,3.9,8
"Pinnacle Technical Resources, Inc.",3.4,6,3.4,2,3.4,27,3.4,7
Pinnacle West,3.4,6,3.4,3,3.4,38,3.4,10
Pinterest,4.1,5,4.1,3,4.1,13,4.1,7
Pionear,3.2,3,3.2,2,3.2,22,3.2,2
Pionear Recruiting,3.2,3,3.2,2,3.2,22,3.2,2
"Piper Companies, LLC",3.9,2,3.9,2,3.9,12,3.9,4
PK,3.6,5,3.6,2,3.6,19,3.6,7
PlaceIQ,3.4,2,3.4,2,3.4,13,3.4,4
Plains All American Pipeline,3.6,6,3.6,3,3.6,25,3.6,12
PlainsCapital,3.6,5,3.6,3,3.6,35,3.6,8
Planet Fitness,3.4,7,3.4,3,3.4,31,3.4,4
Planned Parenthood Mar Monte,3.1,4,3.1,8,3.1,107,3.1,7
Planned Systems International,4.4,4,4.4,2,4.4,35,4.4,7
Plante Moran,3.9,5,3.9,2,3.9,99,3.9,8
